SampleID	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	read_count	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Time	Microbe_collection	Seed_number	Seed_mass	bray1	bray2	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2	pielou_e
A14	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.200265505	-0.01079615	7.086243929	-0.108268269	0.066861775	45	2.477861993	-0.099953634	0.08046407	0.022072281	-0.011571344	0.451188688
A15	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.112050523	-0.057025559	8.160461684	-0.073902674	0.011938486	52	3.078401524	-0.092240833	0.033204198	0.015640283	-0.009531423	0.540028783
A16	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.015629449	-0.018848006	8.072909492	-0.125209318	0.014617295	65	3.342750706	-0.098054559	0.037426341	-0.079605701	-0.013945722	0.555055887
A17	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.121934384	-0.06572281	7.60553739	-0.012804995	0.003519772	42	2.510698657	-0.108844595	0.085426606	0.009536424	0.010960543	0.465606614
A18	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.169814864	0.003520933	8.375298159	-0.155117344	0.093315051	62	3.0187363	-0.080613535	0.03916148	-0.013020022	-0.027344952	0.506993076
A22	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.116959992	0.096873179	7.160635834	0.205105702	-0.093502063	27	2.018319502	-0.134642068	0.063580883	0.053750259	0.006254187	0.424472609
A23	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.007501693	-0.188176617	7.210477012	0.134843036	-0.041954606	31	2.664326172	-0.128800569	0.047716053	0.085084576	0.013080183	0.537791804
A24	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.17039839	0.032843085	4.978597109	0.269284374	0.164936227	15	1.878976014	-0.115866947	0.185522477	0.101351821	-0.050107245	0.480938989
A25	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.057625266	0.095827308	8.239160658	0.055243812	-0.101301317	46	3.178387983	-0.083978139	0.023816608	-0.013589404	-0.046977358	0.575423614
A26	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.190189432	0.114786131	4.736475254	0.28070263	0.070448615	17	2.363541921	0.238166025	0.161412983	0.064414617	-0.028721496	0.578241812
A27	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.0534369	-0.121120551	6.082448276	0.248117478	0.045619037	20	2.288658619	-0.10497319	0.145511287	-0.027075603	0.014690246	0.529545742
A28	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.171355731	0.012044255	9.15766426	0.107155277	-0.057194309	38	1.842331562	0.208628832	-0.198853275	0.10789988	0.024472188	0.351058881
A29	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.190797827	-0.018993818	6.44480439	0.121188606	0.038463022	31	3.018582898	-0.113033388	0.120706424	0.018838375	-0.027679488	0.609298201
AB01	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Grinding	1000		-0.273238605	-0.014359107	5.540857003	0.061087948	0.189463089	26	1.657363883	0.224519807	0.127305511	0.085694779	0.042731522	0.352597625
AB02	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Grinding	1000		-0.140046261	-0.216605277	2.91400848	0.116206734	0.20421758	16	1.444844422	0.313566018	0.162292677	0.146143479	0.07304306	0.361211106
AB10	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Grinding	1000		0.327782777	-0.213235507	5.858143146	-0.007074093	0.189489801	36	2.817716199	0.224719594	0.124867314	0.052766786	0.029857472	0.545020711
AB11	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Grinding	1000		0.065511552	-0.151308995	5.447433383	0.068935786	0.175266116	29	2.714433268	-0.096997867	0.089654538	0.080054586	0.029473571	0.55875749
AI11	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		-0.060553778	0.088775137	10.2288437	-0.057866922	-0.098448384	62	3.166875255	-0.101477403	-0.211641148	0.019276754	-0.025364405	0.531872832
AI12	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		-0.163968577	-0.107330134	9.948204388	0.009044631	-0.078846905	48	2.364773633	-0.122501169	-0.088905952	0.109721108	0.035600094	0.423417997
AI13	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		-0.012687274	0.152524028	11.87951268	-0.15529454	-0.191407707	89	3.421190394	0.064455441	-0.274547728	-0.039318222	-0.024601398	0.528309331
AI21	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		0.179062003	-0.096702533	11.96772673	-0.16274453	-0.155880638	91	4.02559376	-0.084712554	-0.246202124	-0.005588625	-0.048681789	0.618580331
AI22	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		-0.237933416	0.022535097	11.95856525	-0.174339529	-0.134881978	74	2.351398175	0.00102099	-0.345136268	0.092033453	0.020400476	0.378680382
AI23	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Mechanical		Field	Total		Soaking	1000		-0.085380593	0.127318281	7.986527866	-0.027617465	-0.136422003	51	3.010034276	-0.101114762	0.0076015	-0.013956485	-0.014121191	0.53064326
AN01	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		0.271472531	-0.131332684	8.820922835	-0.131567297	0.050530076	54	3.627600174	0.245886828	-0.18374654	-0.111710005	0.04047575	0.630351188
AN02	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		-0.102137316	0.006322937	8.108083188	-0.115044032	0.1181649	55	3.302758453	0.203963313	0.0305879	-0.011486246	0.006719706	0.571277107
AN03	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		0.135525678	-0.09501319	8.169459864	-0.104650038	0.096972045	55	3.723097944	-0.082680857	0.070117785	-0.06771506	-0.00035297	0.643983099
AN10	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		-0.138304363	-0.107574937	7.213529615	-0.039217782	0.171418729	47	2.712632861	-0.079890648	0.097290446	0.059759889	0.018731278	0.488358893
AN11	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		0.067922423	-0.023419256	7.824538858	-0.111519146	0.054526077	57	3.481897852	-0.091104995	0.033209804	-0.019213532	0.009499553	0.596942141
AN12	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Total		Soaking	1000		-0.067738695	-0.038667836	6.629881934	0.022607383	0.026946063	36	2.623887328	-0.087767794	0.118458902	0.070679935	-0.001798652	0.507529089
AS01	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		-0.230211524	-0.009243756	12.00318213	-0.105908144	0.039543307	59	2.67343607	0.151367178	-0.236286847	0.059734549	0.006302074	0.454461719
AS02	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		-0.19619566	-0.032755601	7.143115542	-0.064581661	0.064289235	42	2.454189089	-0.087577687	0.066706969	0.041498248	0.014884474	0.45512697
AS03	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		-0.233653469	-0.038053445	6.513114453	-0.062348079	0.019109615	49	2.555355764	0.20150426	0.103802854	0.065923001	0.021102933	0.455118044
AS10	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		-0.084324314	0.082415986	7.155008815	0.003869036	0.108276433	42	2.683622744	-0.084828581	0.077388888	0.006730643	0.001596164	0.497675217
AS11	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		0.081151723	-0.149382893	8.869438403	-0.07277553	0.181618192	52	2.736455436	0.194308648	-0.026122888	0.045600667	0.018080923	0.480042869
AS12	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Mechanical		Field	Surface-disinfected		Soaking	1000		0.221777955	0.231057071	8.708103873	-0.070688255	0.127177751	54	3.70121497	-0.076716991	0.019715024	-0.134959413	-0.000440884	0.643142888
C01	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.236321262	0.048274497	6.685275907	0.025132522	0.073741658	38	2.247044913	0.193592825	0.079039602	0.078295872	0.02401789	0.428177582
C02	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		0.027909222	-0.167475897	7.18825153	0.007989247	-0.043416457	52	3.238080203	-0.095934541	0.078825865	0.074432442	3.95E-05	0.568040425
C03	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.175003247	0.080232613	6.225200329	-0.007113856	0.011222286	47	2.700626054	0.199790328	0.125604088	0.042919657	0.00767488	0.486197291
C04	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		0.110728591	-0.059059846	6.923893867	0.002169425	-0.040626203	41	3.12109131	-0.08971252	0.082364792	-0.03546435	0.030895266	0.582559219
C05	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.071115105	0.01148817	9.682348875	-0.186527181	-0.055498329	70	3.490620831	-0.077825712	-0.006420124	0.013094247	-0.053448864	0.569499046
C06	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		-0.16674237	0.031264571	8.50978495	-0.119179026	-0.066252162	63	3.055002548	-0.094320987	0.021843025	0.072993138	-0.016127237	0.511102473
C07	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		0.003070391	-0.038732301	8.584959414	-0.113737815	-0.131510678	71	3.538477681	-0.091477201	0.028498763	-0.024578919	-0.000985277	0.575385884
C08	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		0.147463553	0.025156382	9.278999518	-0.118390418	-0.064262313	68	3.73898275	-0.111856315	-0.0051559	-0.038917378	0.009523816	0.614210361
C09	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2013	France	Manual		Field	Total		Soaking	1000		0.195269981	0.034299846	12.32367029	-0.119511151	0.037004855	66	3.477825531	-0.036231612	-0.21961969	-0.074500827	0.015776216	0.575380338
C113	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.30637616	-0.012535138	6.428711872	-0.058672948	0.047891727	37	2.084011077	-0.091371092	0.132492696	0.079401523	-0.025051584	0.400044099
C12	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.078389985	0.063179722	9.624639248	-0.046776404	-0.169250931	56	3.476894838	-0.126331047	-0.071983163	-0.057129829	-0.052647975	0.598705415
C13	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.128932861	-0.022916901	7.010136493	0.058506139	-0.159926711	40	3.034483867	-0.110348464	0.073111362	-0.086249736	-0.08145638	0.570185056
C14	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.212792062	0.051073559	8.170232358	0.147866649	-0.014310531	25	2.274314301	-0.028917445	-0.127255687	-0.216957932	0.065801466	0.489746928
C15	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.212492983	0.30637012	4.704039198	0.201202843	0.043366402	17	1.550428923	0.227370465	0.169817588	-0.179878333	0.114619836	0.379313276
C16	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.095557533	0.010368577	6.690970967	0.072290809	-0.12129052	34	2.877020184	-0.103459392	0.097385773	0.090357132	-0.026732813	0.565511783
C17	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.167662737	0.136083934	7.901326306	-0.080525476	-0.091673886	54	2.568938658	-0.10865075	0.019330613	0.053942629	-0.017036423	0.446392507
C18	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.156135489	-0.193223835	6.595211701	0.07406425	-0.031645047	34	3.011271025	-0.107802254	0.078752153	-0.043593691	-0.024794298	0.591900348
C19	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.101807675	0.145689061	6.434860398	0.186999217	-0.090799589	30	2.673848976	-0.112757719	0.1093876	0.040398218	-0.026421086	0.544917178
C213	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.240019296	0.023957146	7.191159351	0.006545838	-0.098231511	44	3.315779942	-0.092664857	0.10318999	-0.020717328	-0.001693992	0.607348928
C22	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.089787635	0.018604311	10.18601088	0.066610122	-0.101774781	38	2.486390641	-0.053089429	-0.236750417	0.078679266	-0.001913861	0.473785249
C23	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.320745155	-0.002347803	7.922676501	-0.037444293	-0.111828961	49	3.674924595	-0.091086123	0.036781721	-0.086511219	-0.029861936	0.654517276
C24	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.27047742	0.106991268	8.567348136	0.075961256	-0.12833808	36	3.110034216	-0.096187196	-0.004675088	-0.095131265	-0.043762515	0.601562734
C25	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.312713745	0.346219607	6.795663113	0.142118401	0.016190625	21	2.502068792	-0.092890265	0.0719465	-0.0117276	-0.123394632	0.569646624
C26	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.157214106	0.051797597	5.477928773	0.022621016	-0.072410425	41	2.457649167	0.21257115	0.141480136	0.094948033	0.029244243	0.458726143
C27	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.063661887	0.264452965	8.478263116	0.155780285	-0.097166454	27	2.428040608	-0.029096674	-0.157588531	-0.103440176	0.003992601	0.510641021
C28	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.229798272	-0.02691069	6.138769684	0.159002311	0.038357702	30	2.181183022	-0.098531874	0.143518783	0.089553036	0.030792265	0.444514297
C29	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.196225346	-0.074826348	6.623896829	0.099666261	-0.039104363	26	1.883041806	-0.097111193	0.090029775	0.09722894	0.012762874	0.400609713
C313	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.06481192	0.126688547	7.38987427	0.02552303	0.019216117	43	3.451899661	-0.080281135	0.055907094	-0.086064151	0.019508692	0.636146561
C32	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.256272524	-0.024352145	5.529789362	0.274240796	-0.042754129	19	2.256801613	-0.100386793	0.155248554	-0.110846537	0.049474985	0.531271215
C33	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.138390009	-0.2066462	8.225851743	0.231429132	-0.066682109	30	2.59063817	-0.095824933	-0.107490654	0.01213712	0.009946071	0.527959228
C34	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		-0.0548825	0.051887094	10.81550027	0.133729675	-0.11010827	37	2.363569805	-0.025360035	-0.230652241	-0.037796291	0.020966905	0.453707834
C35	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.264455735	-0.138225866	5.877974618	0.192187264	-0.099702877	30	2.326980609	0.209547042	0.084341904	-0.108823274	0.110661057	0.474227123
C36	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016			2014	France	Manual		Field	Total		Soaking	1000		0.151130727	-0.169459404	6.732809657	0.290391827	0.051212857	19	2.241506255	0.259423623	-0.108609197	-0.03943567	0.06342944	0.527670552
