SampleID	Feature Count	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	jaccard1	jaccard2	observed_otus	shannon
X28	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking	1000		0.247167745	-0.328298531	0.559435963	-0.232865003	0.10326515	68	3.405545636
X29	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking	1000		0.236948171	-0.278025609	0.555930667	-0.241006126	0.112633821	64	3.335584
XB01	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Grinding	1000		0.039278205	0.195652001	0.475513409	0.28743023	0.037421392	33	2.398677042
XB02	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Grinding	1000		0.012066117	0.218013991	0.733139208	0.333690456	-0.069687799	32	3.665696042
XB10	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Grinding	1000		0.183883902	0.315410695	0.672639266	0.334344135	0.015207497	31	3.33238697
XB11	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Grinding	1000		0.059910159	0.119651651	0.480533383	0.320552517	-0.088528122	19	2.041270977
XI11	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.647039094	-0.051204337	0.208537937	-0.082811328	-0.281216383	43	1.13158206
XI12	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.53778449	-0.103150749	0.391988042	-0.16839479	-0.104834899	70	2.40260565
XI13	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.549637295	-0.102464767	0.382508153	-0.142775612	-0.169483628	63	2.286358301
XI21	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.570520653	-0.083954148	0.323465442	-0.122436982	-0.208440721	51	1.83483357
XI22	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.531001609	-0.119010123	0.367237961	-0.134241713	-0.139570528	64	2.203427765
XI23	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.45824329	-0.12035382	0.505829132	-0.16761858	-0.129591453	71	3.11072125
XN01	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.240951263	0.297956392	0.668030762	0.156442106	0.189082059	52	3.808069087
XN02	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.247188017	0.27484827	0.677072135	0.146549438	0.20378353	55	3.914397565
XN03	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.205649965	0.266863709	0.6915243	0.12184586	0.171591356	61	4.101248988
XN10	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.222835548	0.286964934	0.666035353	0.129392083	0.179126768	56	3.867903687
XN11	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.22554301	0.291682144	0.670137269	0.156562695	0.15998288	51	3.801303628
XN12	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.223813745	0.309667266	0.643621998	0.114303163	0.158889809	59	3.786198471
XS01	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.244344812	0.294174986	0.636348783	0.192796817	0.174446387	51	3.609640963
XS02	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.23172053	0.321760387	0.628980917	0.195846668	0.141109366	51	3.567847295
XS03	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.242167386	0.289570973	0.63599126	0.161231362	0.190268335	53	3.642907349
XS10	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.238611807	0.28041953	0.625025729	0.16463484	0.162086806	52	3.562921493
XS11	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.218512954	0.290955281	0.690433033	0.160050086	0.161573459	52	3.935771884
XS12	5595	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.213610618	0.324033521	0.634092043	0.138229231	0.168564717	54	3.649128376
V3C1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	Total	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.212797674	0.126905441	0.482771505	-0.100802463	0.213022143	35	2.476271682
V3C2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	Total	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.086958615	-0.075120801	0.625933882	-0.012298845	-0.016767089	46	3.457384579
V3C3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	Total	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.173846765	0.004290747	0.524116284	-0.149863483	0.116547588	38	2.750524266
V3G1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.373905092	-0.422944019	0.611329417	-0.101378625	-0.328068456	33	3.083786517
V3G2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.376172878	-0.399033705	0.698880864	0.0415742	-0.434189206	37	3.640787267
V3G3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.312776757	-0.334281002	0.741888383	-0.099872198	-0.272455501	50	4.187111342
V3Sa1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.374536215	0.029036712	0.482939296	-0.129763245	0.201734478	47	2.682529232
V3Sa2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.275066478	0.071403508	0.479900132	-0.177957815	0.10913255	46	2.650758114
V3Sa3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.135135503	-0.14607822	0.602233027	-0.169204535	0.028931173	42	3.247431643
V3Sb1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.345173523	0.017302069	0.575502232	-0.161457021	0.137845223	52	3.28061578
V3Sb2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.004850937	-0.079795713	0.419685624	-0.14538713	-0.124980843	32	2.098428122
V3Sb3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.176184801	-0.189086767	0.318160771	-0.14074723	-0.123657407	23	1.43921996
V3Sc1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.346015236	0.049166734	0.538413544	-0.146427629	0.12992578	41	2.88457856
V3Sc2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.210615117	-0.088386348	0.523111018	-0.12634124	0.189397544	49	2.937116582
V3Sc3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.184345774	-0.104121781	0.54383329	-0.177563089	0.017561784	57	3.172119766
V3Sd1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		-0.189804701	-0.110339845	0.440837991	-0.147355667	-0.007801585	47	2.448673791
V3Sd2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.332353662	0.50870194	0.80064445	0.529359228	0.013969832	51	4.54159587
V3Sd3-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.189818914	0.459565711	0.803595603	0.528425445	0.064354187	52	4.580848294
V3Se1-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	GABA	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.417462595	0.308929844	0.796041002	0.456255616	0.006961843	44	4.345931416
V3Se2-ITS	1667	Barret_M_2015_2	unpublished	None	IRHS	ITS1	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	GABA	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	None	Lab	Total	Soaking	1000		0.18655461	0.373885496	0.792729983	0.430805725	0.078535961	59	4.663347522
ERR2862023	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Astrantia major	Apiaceae	Great Masterwort	Unknown	Seed		Illumina MiSeq	SINGLE	Great Masterwort--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.135162312	0.022157097	0.600813113	-0.210297979	0.100704789	82	3.819700612
ERR2862024	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Astrantia major	Apiaceae	Great Masterwort	Unknown	Seed		Illumina MiSeq	SINGLE	Great Masterwort--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.169633765	0.000570213	0.695956426	-0.24748653	0.219277623	123	4.83168758
ERR2862025	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Astrantia major	Apiaceae	Great Masterwort	Unknown	Seed		Illumina MiSeq	SINGLE	Great Masterwort--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.195004591	-0.007669286	0.720278875	-0.321761682	0.256120515	155	5.240838701
ERR2862026	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Astrantia major	Apiaceae	Great Masterwort	Unknown	Seed		Illumina MiSeq	SINGLE	Great Masterwort--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.204923733	-0.010467164	0.723851299	-0.330415229	0.261316249	158	5.286851182
ERR2862027	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Euphrasia rostkoviana	Orobanchaceae	Eyebright	Unknown	Seed		Illumina MiSeq	SINGLE	Eyebright--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.235403299	-0.109414327	0.555660951	-0.071144751	0.0138113	90	3.607269265
ERR2862028	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Euphrasia rostkoviana	Orobanchaceae	Eyebright	Unknown	Seed		Illumina MiSeq	SINGLE	Eyebright--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.055816842	-0.11138908	0.478850591	-0.069719063	-0.029163623	70	2.935010797
ERR2862029	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Euphrasia rostkoviana	Orobanchaceae	Eyebright	Unknown	Seed		Illumina MiSeq	SINGLE	Eyebright--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.171754817	-0.042981538	0.598783915	-0.073879934	0.017480346	102	3.995340971
ERR2862030	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Euphrasia rostkoviana	Orobanchaceae	Eyebright	Unknown	Seed		Illumina MiSeq	SINGLE	Eyebright--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.110059689	-0.240713155	0.640324537	0.096734473	0.038237234	50	3.613899603
ERR2862031	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentiana asclepiadea	Gentianaceae	Willow Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Willow Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.075820116	0.232734841	0.560492911	0.01999547	0.157120125	38	2.94142617
ERR2862032	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentiana asclepiadea	Gentianaceae	Willow Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Willow Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.281331637	0.272888434	0.548797799	-0.054677619	0.22305465	51	3.113014545
ERR2862033	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentiana asclepiadea	Gentianaceae	Willow Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Willow Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.170499792	0.034083007	0.676553561	-0.110444112	0.199568181	77	4.239816752
ERR2862034	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentiana asclepiadea	Gentianaceae	Willow Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Willow Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.182470978	0.151211171	0.670251636	-0.146892735	0.233010851	72	4.135402329
ERR2862035	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentianella germanica	Gentianaceae	Chiltern Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Chiltern Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.150198206	0.275306881	0.673185981	0.244264516	0.063850086	24	3.086532478
ERR2862036	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentianella germanica	Gentianaceae	Chiltern Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Chiltern Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.273832274	0.3424692	0.487511157	0.225492664	-0.004635294	28	2.343639158
ERR2862037	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentianella germanica	Gentianaceae	Chiltern Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Chiltern Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.205061182	0.346718046	0.531437749	0.044007443	-0.164423409	55	3.072432791
ERR2862038	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Gentianella germanica	Gentianaceae	Chiltern Gentian	Unknown	Seed		Illumina MiSeq	SINGLE	Chiltern Gentian--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.167897805	0.384471981	0.487938748	0.226827151	-0.052708527	28	2.345694741
ERR2862039	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Heliosperma alpestre	Caryophyllaceae	Heliosperma alpestre	Unknown	Seed		Illumina MiSeq	SINGLE	Heliosperma alpestre--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.102894357	-0.016674377	0.627878621	0.020657683	-0.199082702	62	3.738512568
ERR2862040	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Heliosperma alpestre	Caryophyllaceae	Heliosperma alpestre	Unknown	Seed		Illumina MiSeq	SINGLE	Heliosperma alpestre--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.144896587	-0.03720757	0.481935709	0.087393315	-0.176102761	45	2.646720113
ERR2862041	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Heliosperma alpestre	Caryophyllaceae	Heliosperma alpestre	Unknown	Seed		Illumina MiSeq	SINGLE	Heliosperma alpestre--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.249318895	-0.080272791	0.691375357	0.098161007	-0.258653463	43	3.751585731
ERR2862042	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Heliosperma alpestre	Caryophyllaceae	Heliosperma alpestre	Unknown	Seed		Illumina MiSeq	SINGLE	Heliosperma alpestre--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.184943683	-0.182312869	0.609599842	-0.017485968	-0.224058301	77	3.820232083
ERR2862043	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Parnassia palustris	Celastraceae	Grass of Parnassus	Unknown	Seed		Illumina MiSeq	SINGLE	Grass of Parnassus--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.326841902	0.039369321	0.640179345	-0.110335819	-0.270352269	68	3.897067977
ERR2862044	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Parnassia palustris	Celastraceae	Grass of Parnassus	Unknown	Seed		Illumina MiSeq	SINGLE	Grass of Parnassus--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.33331759	0.050621376	0.648462506	-0.107227692	-0.221343727	58	3.798681038
ERR2862045	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Parnassia palustris	Celastraceae	Grass of Parnassus	Unknown	Seed		Illumina MiSeq	SINGLE	Grass of Parnassus--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.349812578	0.060238706	0.656518433	-0.1519805	-0.178907566	80	4.150462326
ERR2862046	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Parnassia palustris	Celastraceae	Grass of Parnassus	Unknown	Seed		Illumina MiSeq	SINGLE	Grass of Parnassus--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.324971193	0.103094579	0.722034837	0.030793641	-0.124521865	37	3.76140681
ERR2862047	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Rhinanthus glacialis	Orobanchaceae	Rhinanthus glacialis	Unknown	Seed		Illumina MiSeq	SINGLE	Rhinanthus glacialis--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.45407746	-0.324971759	0.283729974	0.335419599	0.188417289	12	1.017161318
ERR2862048	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Rhinanthus glacialis	Orobanchaceae	Rhinanthus glacialis	Unknown	Seed		Illumina MiSeq	SINGLE	Rhinanthus glacialis--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.509433056	0.087685328	0.361057722	0.358890024	0.143477442	12	1.294378392
ERR2862049	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Rhinanthus glacialis	Orobanchaceae	Rhinanthus glacialis	Unknown	Seed		Illumina MiSeq	SINGLE	Rhinanthus glacialis--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.507251056	0.075761812	0.686835649	0.419050579	0.177080914	8	2.060506946
ERR2862050	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Scabiosa lucida	Caprifoliaceae	Pincushion Flower	Unknown	Seed		Illumina MiSeq	SINGLE	Pincushion Flower--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.455858426	-0.175839365	0.57433543	0.358820679	0.136153208	19	2.439735275
ERR2862051	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Scabiosa lucida	Caprifoliaceae	Pincushion Flower	Unknown	Seed		Illumina MiSeq	SINGLE	Pincushion Flower--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.017037381	-0.234053677	0.701967559	-0.105315774	-0.194118464	77	4.399080849
ERR2862052	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Scabiosa lucida	Caprifoliaceae	Pincushion Flower	Unknown	Seed		Illumina MiSeq	SINGLE	Pincushion Flower--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	0.033952007	-0.39665679	0.658513746	-0.105679047	-0.19946422	78	4.139023761
ERR2862053	5923	Wassermann_B_2019	Wassermann et al 2019	PRJEB28955	Graz University of Technology	ITS1	Scabiosa lucida	Caprifoliaceae	Pincushion Flower	Unknown	Seed		Illumina MiSeq	SINGLE	Pincushion Flower--Wassermann_B_2019			Austria	Manual	None	Field	Total	Grinding		0.05	-0.01771761	-0.312179879	0.581973557	-0.074415527	-0.209176939	73	3.602314219
